url,title,description
https://baike.baidu.com/item/Fate%2FGrand%20Order/15091274,Fate/Grand Order（TYPE-MOON发行的手机游戏）,《Fate/Grand Order》是TYPE-MOON发行的角色扮演类手机游戏，为Fate系列的续作，于2015年7月30日在日本Android版上线，并于2016年9月29日在中国大陆正式上线iOS版，其衍生游戏有《Fate/Grand Order Arcade》。游戏的背景是“圣杯战争”，故事围绕着七个不同的时代和七个圣杯展开。玩家需要参与各个章节的故事，进行对战。
https://baike.baidu.com/item/%E5%90%89%E5%B0%94%E4%BC%BD%E7%BE%8E%E4%BB%80/5957645,吉尔伽美什（《Fate》系列中的角色）,吉尔伽美什，日本TYPE-MOON公司原作的系列游戏《Fate/stay night》及其衍生作品中的角色，其主要登场的作品有《Fate/Zero》、《Fate/EXTRA CCC》、《Fate/strange Fake》、《Fate/EXTELLA》以及《Fate/EXTELLA LINK》。在“圣杯战争”中大多数以Archer的职阶被召唤到现世，亦可不需要局限在职阶之上，以自身的名字作为职阶现世（Gilgamesh）。其真实身份为古代美索不达米亚地区苏美尔王朝的都市国家乌鲁克的第五任国王，人类最古老的史诗《吉尔伽美什史诗》的主人公，最古老的“英雄王”。他有着“三分之二为神，三分之一为人”的神性，性格高傲，曾是自认为无人能敌的暴君。拥有所有英雄持有的宝具原型。
https://baike.baidu.com/item/%E5%B2%9B%E5%B4%8E%E4%BF%A1%E9%95%BF/7354494,岛崎信长,日本男性声优，宫城县盐灶市出生，所属事务所为青二Production。代表作有《在盛夏等待》雾岛海人、《钻石王牌》降谷晓、《约会大作战》五河士道、《写真女友》前田一也、《Free!》七濑遥、《我，要成为双马尾》观束总二、《寄生兽：生命的准则》泉新一、《PUPA》长谷川现、《创圣的大天使LOGOS》灰吹阳、《俺物语!!》
https://baike.baidu.com/item/%E5%93%88%E6%A1%91%C2%B7%E8%90%A8%E5%B7%B4%E8%B5%AB/9744075,哈桑·萨巴赫（《Fate/stay night》咒腕哈桑）,哈桑·萨巴赫（咒腕），《Fate/stay night》中的真Assassin，是历代继承了“哈桑·萨巴赫”之名的19位暗杀教团首领中的一位，在冬木市的第五次圣杯战争中被间桐脏砚召唤而参战（《Heavens Feel》线；与《Fate/Zero》的哈桑非同一人）。呈棒状异形的右手是他的特征。
https://baike.baidu.com/item/%E7%BD%97%E5%AE%BE%E6%B1%89/9674535,罗宾汉（《Fate》系列中的角色）,于TYPE-MOON游戏《Fate/EXTRA》第二战中首次登场的Servant，之后在续作及型月其他作品中继续登场。职阶为Archer，是继承了“罗宾汉”名号的无名英雄。
https://baike.baidu.com/item/SONY/233729,索尼（日本著名企业）,索尼（日语：ソニー株式会社，英语：Sony Corporation），是日本一家全球知名的大型综合性跨国企业集团。总部设于日本东京都港区港南1-7-1。索尼是世界视听、电子游戏、通讯产品和信息技术等领域的先导者，是世界最早便携式数码产品的开创者，是世界最大的电子产品制造商之一、世界电子游戏业三大巨头之一、美国好莱坞六大电影公司之一。其旗下品牌有Xperia，Walkman，Sony Music，哥伦比亚电影公司，
https://baike.baidu.com/item/SEGA/882837,世嘉公司,世嘉公司，即世嘉株式会社（株式会社セガ，SEGA Corporation）或者世嘉株式会社，简称世嘉或SEGA。是一家日本的电子游戏公司，曾同时生产家用游戏机硬件及其对应游戏软件、业务用游戏机硬件及其对应游戏软件以及电脑游戏软件。2003年和日本SAMMY公司合并，名称整合为SEGA-SAMMY。
https://baike.baidu.com/item/%E5%86%B0%E5%AE%A4%E7%9A%84%E5%A4%A9%E5%9C%B0%20Fate%2Fschool%20life/16964083,冰室的天地 Fate/school life,《冰室的天地 Fate/school life》（命运/校园生活）是磨伸映一郎的日本四格漫画作品，一迅社出版。《Fate/stay night》题材的衍生作品，以冰室钟为主角。最先于Comic REX增刊《まんが4コマKINGSぱれっと》刊载。其后杂志月刊化，并独立创刊，现在改以在《まんが4コマぱれっと》连载。一迅社官网“调色板online”不定期连载番外篇《小寺大作战》（マキジ大作戦）。
https://baike.baidu.com/item/Foreigner/22603275,foreigner（《Fate》系列中的用语）,《Fate》系列中对作为从者的英灵进行定位而使用的用语，特殊职阶之一。作为Foreigner的从者，其必与美国作家霍华德·菲利普·洛夫克拉夫特的小说体系“克苏鲁神话”相关。一般是因外界因素导致与邪神连接，或者直接被邪神附体导致。
https://baike.baidu.com/item/bilibili/7056160,bilibili,哔哩哔哩（bilibili）现为国内领先的年轻人文化社区，该网站于2009年6月26日创建，被粉丝们亲切的称为“B站”。B站的特色是悬浮于视频上方的实时评论功能，爱好者称其为“弹幕”，这种独特的视频体验让基于互联网的弹幕能够超越时空限制，构建出一种奇妙的共时性的关系，形成一种虚拟的部落式观影氛围，让B站成为极具互动分享和二次创造的文化社区。B站目前也是众多网络热门词汇的发源地之一。
https://baike.baidu.com/item/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BD%C2%B7%E5%B7%B4%E6%89%98%E9%87%8C/9674863,伊丽莎白·巴托里（《Fate》系列中的角色）,伊丽莎白·巴托里，在TYPE-MOON的游戏《Fate/EXTRA CCC》中首次登场且持有龙模样的少女Servant。亦登场于以《Fate/Grand Order》为主要代表的诸多作品中。吸血鬼卡米拉的原型，来自匈牙利护国望族的血腥伯爵夫人。但当她作为从者被召唤的是她尚未犯下罪行之前十四岁的姿态。自称偶像的甜食系从者。高贵、霸道、残忍、无情，但其实并不像正史传说里一样惨无人道。她是强横又好胜，拥有相当的实力的反英雄，被称为B+至A级的最上级从者。自认为Berserker是最适合自己的职阶。
https://baike.baidu.com/item/%E9%AB%98%E6%A1%A5%E6%9D%8E%E4%BE%9D/16587236,高桥李依,日本的女性声优、歌手，埼玉县出生，所属事务所为81 Produce，唱片公司为EVIL LINE RECORDS。代表作有《那就是声优！》一之濑双叶、《学园孤岛》直树美纪、《乱步奇谭 Game of Laplace》小林、《为这美好的世界献上祝福》惠惠、《Re：从零开始的异世界生活 》艾米莉亚、《魔法使光之美少女！》朝日奈未来 / Cure Miracle、《Fate/Grand Order -First Order-》玛修·基列莱特、《秋叶原之旅 -THE ANIMATION-》万世架缠、《
https://baike.baidu.com/item/%E4%BB%8E%E6%BC%AB%E7%94%BB%E4%BA%86%E8%A7%A3%EF%BC%81Fate%2FGrand%20Order/23230801,从漫画了解！Fate/Grand Order（改编的电视动画）,电视动画《从漫画了解！Fate/Grand Order》改编自YPE-MOON著作的同名漫画作品。在12月31日播放的特别节目“Fate Project除夕TV特别篇2018”内播放。1 配音 女主角、男主人公：金田朋子 玛修·基列莱特：高桥李依 奥尔加玛丽·亚斯密雷特·阿尼姆斯菲亚：米泽圆 圣女贞德、贞德·Alter·Santa·Lily：坂本真绫 阿蒂拉：能登麻美子 阿斯托尔福：大久保瑠美 玉藻前：斋藤千和 伊丽莎白·巴托里:大久保瑠美 清姬：种田梨沙 开膛手杰克：丹下樱 童谣：野中蓝 保罗·班扬：小见川千明1 
https://baike.baidu.com/item/Netmarble/2540380,Netmarble,Netmarble（网石游戏）是韩国第一大手游公司。2017年5月，Netmarble即将启动韩国过去7年中规模最大的一笔IPO（首次公开招股）。
https://baike.baidu.com/item/Fate%2FGrand%20Order%20-%E7%BB%9D%E5%AF%B9%E9%AD%94%E5%85%BD%E6%88%98%E7%BA%BF%E5%B7%B4%E6%AF%94%E4%BC%A6%E5%B0%BC%E4%BA%9A-/22856369,Fate/Grand Order -绝对魔兽战线巴比伦尼亚-,电视动画《Fate/Grand Order -绝对魔兽战线巴比伦尼亚-》改编自TYPE-MOON发行的手机游戏《Fate/Grand Order》“第七特异点 绝对魔兽战线巴比伦尼亚”。动画由CloverWorks负责制作，于2019年10月播出。
https://baike.baidu.com/item/%E8%97%A4%E4%B8%B8%E7%AB%8B%E9%A6%99/20312414,藤丸立香,日本TYPE-MOON公司《Fate/Grand Order》手机游戏、动画和漫画中的主人公，也是玩家所扮演的角色。无论男女，均使用“藤丸立香”的官方名，两人通称“咕哒”。外貌设定上，男主人公参考自男化远坂凛，女主人公参考自娘化卫宫士郎。人理延续保障机构迦勒底的御主，被赋予了“守护人理”的冠位指定（Grand Order），具有拯救世界的功绩。
https://baike.baidu.com/item/Assassin/9675817,assassin（《Fate》系列中的用语）,《Fate》系列中对作为从者的英灵进行定位而使用的用语，正规七职阶之一。是专长于隐密行动与暗杀技巧的职阶。在冬木市的圣杯战争中，符合的英灵只有历代的哈桑·萨巴赫，会召唤出其中的某个；在其他城市则不一定。全体成员均没有作为英雄的辉煌传说，因此能力值低下。拥有【气息遮断】作为职阶技能，活用此能力的战斗方式将会成为救生索。
https://baike.baidu.com/item/%E7%8E%9B%E4%BF%AE%C2%B7%E5%9F%BA%E5%88%97%E8%8E%B1%E7%89%B9/20117280,玛修·基列莱特,于TYPE-MOON推出的安卓&iOS游戏《Fate/Grand Order》中作为初始Servant而初次登场。迦勒底局成员——玛修·基列莱特，与从者附体融合后的模样。被称为亚从者[Demi-Servant]。
https://baike.baidu.com/item/Archer/14681272,弓之骑士,《Fate》系列中对作为从者的英灵进行定位而使用的用语，正规七职阶之一，三骑士职阶之一。以远距离攻击为特长的职阶，条件并非能力值的高低，而是具有强力射击类型武器，或者与射击武器有关联的特殊能力。作为侦察兵的素质也很高，除拥有作为骑士的【对魔力】之外，还有【单独行动】的职阶技能。
https://baike.baidu.com/item/%E5%9C%A3%E6%9D%AF%E6%88%98%E4%BA%89/1764371,圣杯战争,圣杯战争是TYPE-MOON出品的《Fate/stay night》和《Fate/Zero》等Fate系列作品中出现的概念。围绕着能实现持有者心愿的“圣杯”的争夺战，就是广义上的圣杯战争。本来“降灵仪式·英灵召唤”是用来拯救灵长世界的决战魔术，立于七个属性顶点的七名英灵——冠位(Grand)从者会现身将阻碍着灵长世界发展的大灾害给讨灭。而人类为了自己的方便，将这种魔术降格而成的召唤系统就是圣杯战争了。大约每六十年一次，冬木市的地脉中的灵力会积累到足以支撑圣杯降世的量，于是有着无论何等愿望都能立即实现的力量的圣杯便会出现于冬木市。然而得到这一权力的，只能是一组Master与Servant。因此立下不成文的盟约，由七位魔术师，带领着各自召唤的英灵，进行一次为了圣杯的所有权而爆发的战斗，最终活下来的胜利者将取得圣杯的所有权——这就是冬木市的圣杯战争。然而，它实质上是爱因兹贝伦家族、远坂家族、玛奇
