h_number,h_name,h_score,h_price,h_address,h_link
3-12,魅城酒店(成都火车东站店),4.8,216,位于成华区，成都成华区万科路19号万科魅力之城魅力新天地，成都东站东广场附近,http://hotel.qunar.com/city/chengdu/dt-13178/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=fd05191c-66a8-452e-aebb-723ec86dc98b&showMap=0&qptype=&QHFP=ZSS_A1001898/
3-13,成都望江宾馆,4.8,444,位于锦江区，成都锦江区下沙河铺42号，伊藤洋华堂锦华店附近,http://hotel.qunar.com/city/chengdu/dt-23/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=fd05191c-66a8-452e-aebb-723ec86dc98b&showMap=0&qptype=&QHFP=ZSS_A1001898/
3-14,威尔鑫酒店(成都双流机场鞋都店),4.9,314,位于武侯区，成都武侯区七里路499号首信红星国际广场1栋,http://hotel.qunar.com/city/chengdu/dt-37234/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=fd05191c-66a8-452e-aebb-723ec86dc98b&showMap=0&qptype=&QHFP=ZSS_A1001898/
3-15,成都赛仑吉地大酒店,4.6,320,位于双流蛟龙港，成都双流区蛟龙港蛟龙大道426号,http://hotel.qunar.com/city/chengdu/dt-5991/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=fd05191c-66a8-452e-aebb-723ec86dc98b&showMap=0&qptype=&QHFP=ZSS_A1001898/
3-16,成都东大明宇豪雅饭店,4.7,696,位于锦江区，成都锦江区东大街紫东楼段39号，靠近成都商会大厦,http://hotel.qunar.com/city/chengdu/dt-6131/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-17,成都置信假期酒店,4.8,402,位于温江大学城，成都温江区江宁南路266号(国色天乡国际度假区内),http://hotel.qunar.com/city/chengdu/dt-13915/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-18,成都金韵酒店,4.7,399,位于金牛区，成都金牛区金府路668号，西南交大九里堤校区北门附近,http://hotel.qunar.com/city/chengdu/dt-12885/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-20,S FEEL设计师酒店(成都紫荆神仙树玉林店),4.6,336,位于神仙树，成都武侯区紫荆西路8号3层,http://hotel.qunar.com/city/chengdu/dt-37833/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-21,蓉城假日酒店(成都双流机场精品店),4.6,226,位于双流区，成都双流区机场路近都段148-150号，成都信息工程学院航空港校…,http://hotel.qunar.com/city/chengdu/dt-17622/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-22,成都歌巴莱法式主题酒店,4.7,207,位于双流区，成都东升镇龙桥路52号,http://hotel.qunar.com//bnb.qunar.com/city/chengdu/dt-8347/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-23,桔子酒店精选(成都顺城店),4.8,301,位于春熙路，成都青羊区白丝街56号，靠近冠城广场,http://hotel.qunar.com/city/chengdu/dt-15202/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-24,成都云宿银海公寓,5.0,223,位于金牛区，成都金牛区银海中心北门5栋1718室(前锋路地铁D)，靠近北门汽车站,http://hotel.qunar.com/city/chengdu/dt-48390/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-25,希岸酒店(成都金科双楠站店),4.8,328,位于双楠，成都武侯区西一段二环路82号，双楠伊藤洋华堂附近,http://hotel.qunar.com/city/chengdu/dt-45794/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-26,成都交子国际酒店(原天府时代国际酒店),4.7,388,位于高新区，成都武侯区天府大道北段1677号，成都市政府附近,http://hotel.qunar.com/city/chengdu/dt-44788/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-27,桔子精选成都春熙太古里酒店,4.8,273,位于春熙路，成都大慈寺路22号(成都太古里对面)，靠近大慈寺,http://hotel.qunar.com/city/chengdu/dt-18275/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-28,成都都丽酒店武侯祠锦里店,4.6,135,位于宽窄巷子，成都成都青羊区文翁路139号力迅领筑近春熙路，仁恒置地广场附近,http://hotel.qunar.com/city/chengdu/dt-24598/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-29,成都空港机场酒店,4.7,93,位于双流区，成都双流区西航港大道天鹅度假村28栋,http://hotel.qunar.com/city/chengdu/dt-15377/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
3-30,成都城市名人酒店,4.7,498,位于宽窄巷子，成都青羊区人民南路一段122-124号，靠近仁恒置地广场,http://hotel.qunar.com/city/chengdu/dt-2338/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=32de8221-c506-4ebc-a81c-69c8d662a865&showMap=0&qptype=&QHFP=ZSS_A10019E3/
4-1,成都禅驿·锦城院子酒店,4.8,749,位于金牛区，成都金牛区蜀西路42号三泰魔方园区A5-A8，迎宾大道地铁站A口附近,http://hotel.qunar.com/city/chengdu/dt-44467/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-2,成都银河王朝大酒店,4.3,336,位于春熙路，成都锦江区顺城大街88号，靠近蜀都大厦,http://hotel.qunar.com/city/chengdu/dt-131/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-3,全季酒店(成都昭觉寺地铁站店),4.8,197,位于成华区，成都成华区昭觉寺南路50号21F-23F,http://hotel.qunar.com/city/chengdu/dt-37320/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-4,摩登S酒店(成都天府广场店),4.8,277,位于华西坝，成都武侯区黉门街36号，靠近华西医院,http://hotel.qunar.com/city/chengdu/dt-50131/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-5,S FEEL设计师酒店(成都火车南站桐梓林店),4.5,540,位于武侯区，成都人民南路四段61号(火车南站斜对面)，靠近四川省肿瘤医院,http://hotel.qunar.com/city/chengdu/dt-5609/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-6,成都猫房客民宿公寓,4.9,152,位于骡马市，成都青羊区顺城大街289号富力史丹尼国际公寓A座1711室，靠近冠城广场,http://hotel.qunar.com//bnb.qunar.com/city/chengdu/dt-25162/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-7,尚锦翡翠酒店(成都春熙路电子科大店),4.8,308,位于建设路，成都成华区府青路二段24号，华西中学电子科技大学附中…,http://hotel.qunar.com/city/chengdu/dt-11265/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-8,麗枫酒店(成都火车东站店),4.7,285,位于成华区，成都成华区万宇路200号，成都东站东广场附近,http://hotel.qunar.com/city/chengdu/dt-18110/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-9,成都富力丽思卡尔顿酒店,4.7,1152,位于骡马市，成都青羊区顺城大街269号，靠近成都体育中心,http://hotel.qunar.com/city/chengdu/dt-7352/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-10,成都瑞城名人酒店,4.8,378,位于骡马市，成都青羊区人民中路二段68号，靠近成都市第三人民医院,http://hotel.qunar.com/city/chengdu/dt-2039/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-11,成都悦尚酒店,4.8,298,位于牛市口，成都锦江区一环路东五段8号，近四川大学，成都商会大厦附近,http://hotel.qunar.com/city/chengdu/dt-15392/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-12,成都桐梓林亚朵酒店,4.9,409,位于武侯区，成都武侯区火车南站西路321号，凯丹广场附近,http://hotel.qunar.com/city/chengdu/dt-18248/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-13,麗枫酒店(成都双流国际机场店),4.8,225,位于双流区，成都双流区珠江路600号蓝光空港国际城二期4栋,http://hotel.qunar.com/city/chengdu/dt-18752/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-14,成都高新禧玥酒店,4.7,523,位于高新区，成都武侯区天府大道中段萃华路89号，靠近新希望国际,http://hotel.qunar.com/city/chengdu/dt-19421/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-15,成都新都智选假日酒店,4.8,348,位于新都区，成都新都区天香西路228号，西南石油大学附近,http://hotel.qunar.com/city/chengdu/dt-48021/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=cf14c8c0-e7ea-4082-b1bf-23a0be3374e5&showMap=0&qptype=&QHFP=ZSS_A1001AE0/
4-16,成都蝶来花半酒店(原成都布衣客栈),4.5,234,位于神仙树，成都武侯区神仙树南路63号，凯丹广场附近,http://hotel.qunar.com//bnb.qunar.com/city/chengdu/dt-2147/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-17,成都尼依格罗酒店,4.8,1609,位于春熙路，成都锦江区红星路三段1号国际金融中心三3号楼，靠近大慈寺,http://hotel.qunar.com/city/chengdu/dt-13045/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-18,成都百悦希尔顿逸林酒店,4.6,733,位于龙泉驿区，成都龙泉驿区金桉路118号,http://hotel.qunar.com/city/chengdu/dt-24906/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-20,维也纳国际酒店(成都环球中心新会展店)(原世纪城会展店),4.9,1028,位于高新区，成都武侯区世纪城会展中心高新区中和大道一段6号，新希望国际附近,http://hotel.qunar.com/city/chengdu/dt-20212/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-21,成都斯维登度假公寓(锦里武侯祠鹭岛国际),4.6,178,位于双楠，成都武侯区外双楠鹭岛国际四期5栋1单元609，双楠伊藤洋华堂附近,http://hotel.qunar.com//bnb.qunar.com/city/chengdu/dt-5312/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-22,四川锦江宾馆贵宾楼,4.8,819,位于华西坝，成都锦江区人民南路二段80号-2，靠近仁恒置地广场,http://hotel.qunar.com/city/chengdu/dt-17782/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-23,成都金府华美达大酒店,4.5,398,位于金牛区，成都金牛区金府路799号，西南交大九里堤校区北门附近,http://hotel.qunar.com/city/chengdu/dt-5488/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-24,隐栖堂酒店(成都太古里店)(原合江亭店)),4.9,284,位于锦江区，成都锦江区天仙桥南街1号成都国际商务大厦C座14楼，四川音乐学院新生路北门附近,http://hotel.qunar.com/city/chengdu/dt-36033/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-25,成都明宇尚雅饭店,4.7,589,位于华西坝，成都武侯区临江西路1号，靠近华西口腔医院,http://hotel.qunar.com/city/chengdu/dt-2545/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-26,成都西姆善居酒店,4.7,320,位于宽窄巷子，成都青羊区陕西街130号(陕西会馆旁)人民公园旁，仁恒置地广场附近,http://hotel.qunar.com/city/chengdu/dt-20071/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-27,S设计师酒店(成都人民南路美领馆店),4.7,596,位于玉林，成都武侯区人民南路四段30号晨光大厦3楼，丰德国际广场附近,http://hotel.qunar.com/city/chengdu/dt-17627/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-28,成都温江皇冠假日酒店,4.6,1048,位于温江区，成都温江区凤凰北大街619号,http://hotel.qunar.com/city/chengdu/dt-19601/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-29,成都泰蒙斯酒店,4.8,393,位于高新区，成都武侯区吉泰路104号长虹科技大厦B座17楼，新希望国际附近,http://hotel.qunar.com/city/chengdu/dt-13653/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
4-30,成都白龙马青年旅舍,4.9,28,位于营门口，成都金牛区抚琴西路216号佳园，靠近成都十八中,http://hotel.qunar.com//bnb.qunar.com/city/chengdu/dt-18544/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=a75794e9-88da-4111-9eb3-018942f6d209&showMap=0&qptype=&QHFP=ZSS_A1001BD9/
5-1,云孚里酒店(成都武侯立交店)(原武侯科技园店),5.0,196,位于武侯区，成都武侯区武科西一路三号(近地铁3号线武青南路站)，西部智谷商务中心附近,http://hotel.qunar.com/city/chengdu/dt-46806/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-2,安蒂娅高端定制公寓(成都高新金融城环球中心旗舰店),4.9,447,位于高新区，成都高新区交子大道33号华商公馆T3栋，九方购物中心附近,http://hotel.qunar.com/city/chengdu/dt-44745/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-3,成都上层名人酒店,4.6,418,位于金牛区，成都金牛区星辉中路24号，文殊院附近,http://hotel.qunar.com/city/chengdu/dt-7815/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-4,维也纳酒店(成都大丰地铁站店),4.9,236,位于新都区，成都新都区大丰街道方元路55号汇融生活广场2号楼,http://hotel.qunar.com/city/chengdu/dt-20156/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-5,狮旺庭酒店(成都文殊院店),4.3,79,位于春熙路，成都青羊区草市街71号和平电影院内，靠近冠城广场,http://hotel.qunar.com/city/chengdu/dt-15083/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-6,开元曼居·成都武侯万达店,4.8,330,位于簇桥，成都武侯区聚龙路986号武侯万达广场B栋,http://hotel.qunar.com/city/chengdu/dt-48105/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-7,成都蓝城悦榕美食文化酒店,4.9,398,位于玉林，成都武侯区永丰路16号，华西医院附近,http://hotel.qunar.com//bnb.qunar.com/city/chengdu/dt-13062/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-8,成都九点艺库酒店,4.8,266,位于龙泉驿区，成都龙泉驿区洛带古镇三峨街199号，洛带古镇附近,http://hotel.qunar.com/city/chengdu/dt-9927/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-9,成都丽呈睿轩酒店(原丽斯顿酒店),4.5,298,位于锦江区，成都锦江区静渝路48号，伊藤洋华堂锦华店附近,http://hotel.qunar.com/city/chengdu/dt-7127/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-10,成都泸州老窖大酒店,4.7,433,位于高新区，成都锦江区三色路199号，四川投资大厦附近,http://hotel.qunar.com/city/chengdu/dt-15382/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-11,茗山居主题酒店(成都双流空港国际机场店),4.7,177,位于双流区，成都双流区珠江路600号韩国城2期5栋2单元8楼，成都信息工程学院航空港校…,http://hotel.qunar.com//bnb.qunar.com/city/chengdu/dt-16460/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-12,成都湖璟酒店,4.6,299,位于青羊区，成都青羊区光华村家园路19号，靠近优品道广场,http://hotel.qunar.com/city/chengdu/dt-11420/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-13,成都华西天使宾馆,4.7,426,位于华西坝，成都武侯区电信南街10号，华西医院附近,http://hotel.qunar.com/city/chengdu/dt-91/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-14,有客REX电影主题精品酒店(成都春熙路),4.7,303,位于春熙路，成都锦江区春熙路新街后巷子9号三益公商厦14楼，紧挨春熙商汇广场,http://hotel.qunar.com/city/chengdu/dt-17200/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-15,成都寅生国际酒店,4.8,268,位于武侯区，成都武侯区武青南路7号，西部智谷商务中心附近,http://hotel.qunar.com/city/chengdu/dt-5149/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=41830255-3d0d-481e-a3be-8c5500700c34&showMap=0&qptype=&QHFP=ZSS_A1001C53/
5-16,成都香格里拉大酒店,4.5,996,位于锦江区，成都锦江区滨江东路9号，成都商会大厦附近,http://hotel.qunar.com/city/chengdu/dt-2109/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=2675b09e-999f-4007-a955-6c21c8f4406b&showMap=0&qptype=&QHFP=ZSS_A1001DDF/
5-17,成都龙之梦瑞峰公寓酒店(原瑞峰公寓酒店),4.5,99,位于成华区，成都成华区嘉陵江路8号-D，靠近成都东站东广场,http://hotel.qunar.com//bnb.qunar.com/city/chengdu/dt-15584/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=2675b09e-999f-4007-a955-6c21c8f4406b&showMap=0&qptype=&QHFP=ZSS_A1001DDF/
5-19,成都石化国际酒店,4.6,352,位于华阳，成都高新区天府新区天府大道南段2028号,http://hotel.qunar.com/city/chengdu/dt-6126/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=2675b09e-999f-4007-a955-6c21c8f4406b&showMap=0&qptype=&QHFP=ZSS_A1001DDF/
5-20,周记·吉亨酒店(成都火车东站店),4.6,231,位于成华区，成都成华区青城山路118号，成都东站西广场附近,http://hotel.qunar.com/city/chengdu/dt-45812/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=2675b09e-999f-4007-a955-6c21c8f4406b&showMap=0&qptype=&QHFP=ZSS_A1001DDF/
5-21,成都领馆区亚朵酒店,4.8,431,位于武侯区，成都武侯区二环路南二段21号，丰德国际广场附近,http://hotel.qunar.com/city/chengdu/dt-11736/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=2675b09e-999f-4007-a955-6c21c8f4406b&showMap=0&qptype=&QHFP=ZSS_A1001DDF/
5-22,怡家城市酒店(成都温江南熏大道站店),4.8,178,位于温江大学城，成都温江区两河路东段2号，温江区政府附近,http://hotel.qunar.com//bnb.qunar.com/city/chengdu/dt-13490/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=2675b09e-999f-4007-a955-6c21c8f4406b&showMap=0&qptype=&QHFP=ZSS_A1001DDF/
5-23,丽橙酒店·逸(成都春熙路天府广场店),4.8,396,位于春熙路，成都锦江区顺城大街127号嘉好大厦，靠近四川科技馆,http://hotel.qunar.com/city/chengdu/dt-32003/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=2675b09e-999f-4007-a955-6c21c8f4406b&showMap=0&qptype=&QHFP=ZSS_A1001DDF/
5-24,成都天之府温德姆至尊豪廷大酒店,4.6,589,位于郫都区，成都郫都区高新西区望丛中路1088号，郫县人民医院附近,http://hotel.qunar.com/city/chengdu/dt-699/?tag=chengdu#fromDate=2019-04-14&toDate=2019-04-15&q=&from=qunarHotel&fromFocusList=0&filterid=2675b09e-999f-4007-a955-6c21c8f4406b&showMap=0&qptype=&QHFP=ZSS_A1001DDF/
