movieId,movieTitle,RatingFinal,Usercount,AttitudeCount,TotalBoxOffice(Unit:万),EndDate
10038,黑衣人,7.8,6248,382,,
238552,红犬：真爱启程,-1,2,4,,
174956,冰雪奇缘,8.4,18135,2098,30000.0,2016-02-23 17:44
228592,源·彩虹,-1,5,60,,
15393,鲨鱼故事,7.2,2758,371,1600.0,2016-02-23 17:44
51236,驯龙高手,8.5,20083,5836,9200.0,2016-10-28 16:00
200560,魔法黑森林,6.6,974,513,,
261070,哆啦A梦：月球探险记,-1,1,10,,
54979,蜜蜂总动员,7.2,761,138,,
247270,雪宝的冰雪大冒险,7.2,42,31,,
